line;match
Контакты пр. Маршала Жукова д.21;Match(start=9, stop=32, fact=Addr(parts=[AddrPart(value='Маршала Жукова', type='проезд'), AddrPart(value='21', type='дом')]))
Россия, 443009 г. Самара пр. Кирова,54;Match(start=0, stop=35, fact=Addr(parts=[AddrPart(value='Россия', type='страна'), AddrPart(value='443009', type='индекс'), AddrPart(value='Самара', type='город'), AddrPart(value='Кирова', type='проезд')]))
Екатеринбург, ул. Сибирский тракт, д. 25, литер А, оф. 310;Match(start=0, stop=58, fact=Addr(parts=[AddrPart(value='Екатеринбург', type=None), AddrPart(value='Сибирский тракт', type='улица'), AddrPart(value='25', type='дом'), AddrPart(value='310', type='офис')]))
\- Магазин «Швейные машины», ул. Мира, дом 79. т. 8-(8443)-29-35-08;Match(start=29, stop=45, fact=Addr(parts=[AddrPart(value='Мира', type='улица'), AddrPart(value='79', type='дом')]))
ул. Сергея Акимова, д. 25/а, оф. 1;Match(start=0, stop=34, fact=Addr(parts=[AddrPart(value='Сергея Акимова', type='улица'), AddrPart(value='25/а', type='дом'), AddrPart(value='1', type='офис')]))
г. Оса, ул. Спорта д. 41 (в помещении СФ;Match(start=0, stop=24, fact=Addr(parts=[AddrPart(value='Оса', type='город'), AddrPart(value='Спорта', type='улица'), AddrPart(value='41', type='дом')]))
Московская область, Подольск, улица Силикатная, дом 6/3;Match(start=0, stop=55, fact=Addr(parts=[AddrPart(value='Московская', type='область'), AddrPart(value='Подольск', type=None), AddrPart(value='Силикатная', type='улица'), AddrPart(value='6/3', type='дом')]))
г. Оренбург, ул. Волгоградская 10/1, корпус 2;Match(start=0, stop=45, fact=Addr(parts=[AddrPart(value='Оренбург', type='город'), AddrPart(value='Волгоградская', type='улица'), AddrPart(value='2', type='корпус')]))
141421, Московская область, Солнечногорский район, деревня Елино, Ленинградское шоссе, 34 км., стр. 15;Match(start=0, stop=102, fact=Addr(parts=[AddrPart(value='141421', type='индекс'), AddrPart(value='Московская', type='область'), AddrPart(value='Солнечногорский', type='район'), AddrPart(value='Елино', type='деревня'), AddrPart(value='Ленинградское', type='шоссе'), AddrPart(value='15', type='строение')]))
г. Волгоград, ул. Краснополянская, д. 72 Л;Match(start=0, stop=42, fact=Addr(parts=[AddrPart(value='Волгоград', type='город'), AddrPart(value='Краснополянская', type='улица'), AddrPart(value='72 Л', type='дом')]))
Юридический адрес: 192102, Россия, Санкт-Петербург, Волковский пр.д.146;Match(start=19, stop=71, fact=Addr(parts=[AddrPart(value='192102', type='индекс'), AddrPart(value='Россия', type='страна'), AddrPart(value='Санкт-Петербург', type=None), AddrPart(value='Волковский', type='проезд'), AddrPart(value='146', type='дом')]))
г.Петрозаводск, ул.Корабелов д.34;Match(start=0, stop=33, fact=Addr(parts=[AddrPart(value='Петрозаводск', type='город'), AddrPart(value='Корабелов', type='улица'), AddrPart(value='34', type='дом')]))
Москва, м. Угрешская, 3-й Угрешский проезд, д.8 стр 1;Match(start=0, stop=53, fact=Addr(parts=[AddrPart(value='Москва', type=None), AddrPart(value='3-й Угрешский', type='проезд'), AddrPart(value='8', type='дом'), AddrPart(value='1', type='строение')]))
125475, Москва, Петрозаводская ул., д. 28;Match(start=0, stop=41, fact=Addr(parts=[AddrPart(value='125475', type='индекс'), AddrPart(value='Москва', type=None), AddrPart(value='Петрозаводская', type='улица'), AddrPart(value='28', type='дом')]))
(в договор не включать) | Москва, Тессинский переулок д. 4 к. 1;Match(start=26, stop=60, fact=Addr(parts=[AddrPart(value='Москва', type=None), AddrPart(value='Тессинский', type='переулок'), AddrPart(value='4 к', type='дом')]))
Прием заказов с 9:00 до 18:00 | Телефон: 8(903)108-62-68, 8(965)277-17-44 | E-mail: pk.plus@yandex.ru | Адрес: г. Клин, Ленинградское шоссе, 88 км.;Match(start=111, stop=139, fact=Addr(parts=[AddrPart(value='Клин', type='город'), AddrPart(value='Ленинградское', type='шоссе')]))
Жилой 128-квартирный дом по ул. Краснова, 38;Match(start=28, stop=40, fact=Addr(parts=[AddrPart(value='Краснова', type='улица')]))
Адрес: 346400, Ростовская область, г. Новочеркасск, ул. Думенко, 20;Match(start=7, stop=63, fact=Addr(parts=[AddrPart(value='346400', type='индекс'), AddrPart(value='Ростовская', type='область'), AddrPart(value='Новочеркасск', type='город'), AddrPart(value='Думенко', type='улица')]))
624006, Свердловская область, Пос. Большой Исток, ул. Свердлова, 42/а;Match(start=0, stop=63, fact=Addr(parts=[AddrPart(value='624006', type='индекс'), AddrPart(value='Свердловская', type='область'), AddrPart(value='Большой Исток', type='посёлок'), AddrPart(value='Свердлова', type='улица')]))
Адрес: | пл. Революции, д. 9, 4 этаж | пл. Лядова, Окский съезд, д. 2 | ул. Коминтерна, 105а;Match(start=9, stop=86, fact=Addr(parts=[AddrPart(value='Революции', type='площадь'), AddrPart(value='9', type='дом'), AddrPart(value='2', type='дом'), AddrPart(value='Коминтерна', type='улица')]))
432042, Ульяновск г, Станкостроителей ул, д.24 , («Ульяновск Станкостроителей_7302_С;Match(start=0, stop=60, fact=Addr(parts=[AddrPart(value='432042', type='индекс'), AddrPart(value='Ульяновск', type=None), AddrPart(value='Станкостроителей', type='улица'), AddrPart(value='24', type='дом'), AddrPart(value='Ульяновск', type=None)]))
302040, г. Орел, ул. Ломоносова, 6;Match(start=0, stop=31, fact=Addr(parts=[AddrPart(value='302040', type='индекс'), AddrPart(value='Орел', type='город'), AddrPart(value='Ломоносова', type='улица')]))
Мы расположены по адресу: Московская область, г.Истра, ул.Ленина д.11А, т. (49831)5-09-95, (49831)4-94-24;Match(start=26, stop=70, fact=Addr(parts=[AddrPart(value='Московская', type='область'), AddrPart(value='Истра', type='город'), AddrPart(value='Ленина', type='улица'), AddrPart(value='11А', type='дом')]))
127206 г. Москва.Вучетича ул., д. 12А;Match(start=0, stop=37, fact=Addr(parts=[AddrPart(value='127206', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Вучетича', type='улица'), AddrPart(value='12А', type='дом')]))
г. Нижний Новгород, ул. Юлиуса Фучика, 100;Match(start=0, stop=37, fact=Addr(parts=[AddrPart(value='Нижний Новгород', type='город'), AddrPart(value='Юлиуса Фучика', type='улица')]))
09.01.2018 09:49 | 100 л топлива | Сафин Рустам Рафисович | г. Уфа, ул.Центральная;Match(start=60, stop=82, fact=Addr(parts=[AddrPart(value='Уфа', type='город'), AddrPart(value='Центральная', type='улица')]))
Юридический адрес: 680000, Хабаровск, ул. Комсомольская, 67, Телефон:(4212) 38-48-28,(4212) 38-48-27,(4212) 38-53-09;Match(start=19, stop=55, fact=Addr(parts=[AddrPart(value='680000', type='индекс'), AddrPart(value='Хабаровск', type=None), AddrPart(value='Комсомольская', type='улица')]))
24.08.2017 17:19 | Кофе | галяутдинов ринат талгатович | АЗС № 18-002, Удмуртская Республика, г. Ижевск, ул. 40 лет Победы, 1;Match(start=71, stop=122, fact=Addr(parts=[AddrPart(value='Удмуртская', type='республика'), AddrPart(value='Ижевск', type='город'), AddrPart(value='40 лет Победы', type='улица')]))
191040, ул. Наличная, д. 36;Match(start=0, stop=27, fact=Addr(parts=[AddrPart(value='191040', type='индекс'), AddrPart(value='Наличная', type='улица'), AddrPart(value='36', type='дом')]))
